orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
4489,2024-04-13,2024-05-06,Delivered,531,10093.88,Debit Card
4490,2024-04-23,2024-04-27,Shipped,450,5875.55,Credit Card
4491,2024-06-28,2024-07-02,,657,4460.08,Bank Transfer
4492,2024-05-03,2024-05-22,Processing,955,6219.65,Bank Transfer
4493,2025-05-07,2025-05-31,Pending,851,3053.8,Cash
4494,2025-02-23,2025-03-12,Processing,740,3185.92,Bank Transfer
4495,2025-09-01,2025-09-07,Pending,403,4904.31,Debit Card
4496,2025-07-21,2025-08-05,Pending,326,2255.03,Cash
4497,2025-11-01,2025-11-19,Shipped,547,5708.08,Debit Card
4498,2024-08-16,2024-08-21,Pending,750,5676.06,Cash
4499,2024-04-25,2024-05-24,Cancelled,212,12302.39,Debit Card
4500,2025-03-01,2025-03-25,Cancelled,833,5417.42,Debit Card
4501,2023-11-28,2023-12-18,Processing,154,6816.54,PayPal
4502,2025-10-12,,Cancelled,616,11015.7,PayPal
4503,2024-07-30,2024-08-20,Shipped,163,7649.6,Debit Card
4504,2025-07-14,2025-07-29,Shipped,105,1194.98,Bank Transfer
4505,2024-05-20,2024-05-31,Processing,58,2694.88,PayPal
4506,2025-02-03,2025-02-18,Delivered,585,14788.81,Cash
4507,2025-05-10,2025-05-17,Processing,351,10755.91,
4508,2025-03-21,2025-04-19,Cancelled,259,7372.5,Credit Card
4509,2025-06-12,2025-07-10,Processing,247,10341.73,Bank Transfer
4510,2024-07-19,2024-07-23,Pending,964,12332.69,PayPal
4511,2025-02-08,2025-03-10,Shipped,192,4778.61,Cash
4512,2024-08-03,2024-08-21,Processing,633,992.46,Bank Transfer
4513,2024-03-02,2024-03-29,Pending,995,8141.49,Bank Transfer
4514,2024-04-25,2024-05-16,Pending,899,5822.09,Bank Transfer
4515,2025-08-28,2025-09-06,Delivered,421,3136.56,Debit Card
4516,2025-10-18,2025-11-13,Delivered,723,5968.2,Credit Card
4517,2024-05-12,2024-05-22,Delivered,42,12466.47,Credit Card
4518,2025-10-09,2025-10-21,Processing,796,8101.72,PayPal
4519,2024-09-11,2024-09-26,Cancelled,174,2332.96,Credit Card
4520,2023-12-31,2024-01-27,Pending,575,5926.81,Debit Card
4521,2025-01-29,2025-02-04,Cancelled,442,3708.78,Debit Card
4522,2025-07-31,2025-08-07,Cancelled,683,13432.96,PayPal
4523,2024-03-02,2024-03-08,Pending,93,10643.43,PayPal
4524,2025-02-22,2025-02-25,Cancelled,22,3295.05,Debit Card
4525,2024-08-23,2024-08-28,Pending,263,15065.07,PayPal
4526,2024-06-27,2024-07-12,,613,8147.82,Cash
4527,2024-05-27,2024-06-01,Pending,999,6220.41,Cash
4528,2025-10-10,2025-10-17,Cancelled,766,9305.54,PayPal
4529,2025-10-21,2025-10-25,Pending,153,2436.4,Bank Transfer
4530,2025-07-07,2025-07-18,Processing,759,7904.06,Credit Card
4531,2025-02-01,2025-02-27,Shipped,278,11654.52,PayPal
4532,2023-12-23,2024-01-06,Delivered,88,1970.71,Debit Card
4533,2025-07-31,2025-08-15,Cancelled,164,5598.31,Credit Card
4534,2024-09-13,2024-09-24,Cancelled,790,3692.04,Credit Card
4535,2024-07-23,2024-08-11,Pending,790,6138.07,PayPal
4536,2025-08-25,2025-09-07,Pending,757,7688.04,Bank Transfer
4537,2024-07-21,2024-07-26,Shipped,543,284.91,Debit Card
4538,2024-11-24,2024-12-24,Shipped,156,5522.41,Cash
4539,2024-06-21,2024-07-12,Pending,972,512.76,Bank Transfer
4540,2024-09-01,2024-09-29,Processing,745,9223.68,Debit Card
4541,2024-09-10,2024-09-28,Delivered,203,15754.86,PayPal
4542,2024-05-12,2024-05-31,Cancelled,492,7649.37,Debit Card
4543,2025-05-29,2025-06-05,Pending,663,5024.7,PayPal
4544,2023-12-19,2024-01-11,Delivered,312,6347.12,Debit Card
4545,2025-09-26,2025-10-08,Processing,346,4649.46,Bank Transfer
4546,2024-11-22,2024-12-07,Shipped,786,8530.84,Cash
4547,2025-07-10,2025-08-05,Pending,374,,PayPal
4548,2024-01-18,2024-02-15,Processing,923,8380.5,Bank Transfer
4549,2024-11-15,2024-12-02,Processing,238,2117.89,Bank Transfer
4550,2024-08-30,2024-09-22,Processing,368,3185.48,PayPal
4551,2024-01-15,2024-01-21,Processing,804,15915.82,Credit Card
4552,2024-02-10,2024-02-14,Shipped,208,1189.48,Debit Card
4553,2025-01-08,2025-01-28,Cancelled,987,2910.1,Credit Card
4554,2025-11-20,2025-11-29,Pending,199,8590.41,Credit Card
4555,2025-04-13,2025-05-02,Shipped,810,2727.2,Bank Transfer
4556,2024-02-01,2024-02-04,Cancelled,787,1208.41,Debit Card
4557,2025-10-22,2025-11-19,Shipped,132,11056.39,Cash
4558,2024-05-23,2024-06-08,Cancelled,881,450.81,Cash
4559,2025-06-06,2025-06-13,Delivered,3,12996.45,Credit Card
4560,2025-10-05,2025-10-09,Processing,887,2272.54,Bank Transfer
4561,2025-03-16,2025-03-30,Processing,233,564.06,Cash
4562,2023-12-29,2024-01-16,Delivered,127,6309.77,Bank Transfer
4563,2024-09-14,2024-10-13,Shipped,49,4850.16,
4564,2025-10-23,2025-11-19,Pending,46,2532.11,PayPal
4565,2025-03-13,2025-03-17,Cancelled,533,6650.98,Credit Card
4566,2024-01-08,2024-01-21,Pending,550,14419.34,Credit Card
4567,2025-08-13,2025-09-10,Shipped,436,4414.4,Credit Card
4568,2025-10-22,2025-10-26,Shipped,101,9772.8,Credit Card
4569,2025-01-24,2025-02-02,Pending,226,9097.62,Bank Transfer
4570,2025-01-30,2025-02-16,Pending,706,3635.79,PayPal
4571,2025-10-21,2025-10-25,Shipped,753,8597.19,Credit Card
4572,2024-11-21,2024-11-27,Delivered,770,3018.02,Cash
4573,2025-06-07,2025-06-25,Shipped,321,8226.47,Cash
4574,2024-09-18,2024-10-10,Processing,211,7601.27,PayPal
4575,2024-07-11,2024-07-15,Processing,745,7826.14,Cash
4576,2024-08-02,2024-08-09,Cancelled,568,3607.72,Cash
4577,2025-03-16,2025-04-12,Shipped,521,7132.03,Debit Card
4578,2023-12-31,2024-01-25,,537,9332.65,PayPal
4579,2024-03-17,2024-03-31,Delivered,326,11178.12,Credit Card
4580,2025-01-04,2025-01-09,Processing,167,9410.87,Bank Transfer
4581,2024-04-04,2024-04-23,Pending,570,8511.01,Debit Card
4582,2025-06-04,2025-06-20,Pending,272,3392.87,Bank Transfer
4583,2024-04-19,2024-05-01,Cancelled,211,6587.05,PayPal
4584,2024-01-14,2024-01-17,Processing,670,4279.91,Credit Card
4585,2024-07-16,2024-08-01,Processing,936,957.25,Cash
4586,2023-12-14,2023-12-29,Cancelled,110,1150.39,Bank Transfer
4587,2023-12-20,2024-01-10,Pending,209,12477.58,Bank Transfer
4588,2025-02-16,2025-02-20,Delivered,929,4263.74,Credit Card
4589,2025-02-01,2025-02-18,Cancelled,249,4820.69,Credit Card
4590,2025-06-10,2025-07-01,Processing,716,5111.71,Debit Card
4591,2024-03-30,2024-04-02,Processing,189,6678.08,
4592,2024-11-28,2024-12-23,Cancelled,817,3622.9,PayPal
4593,2024-05-22,2024-06-11,Delivered,927,11178.95,Bank Transfer
4594,2025-09-18,2025-09-21,Shipped,297,6261.87,Bank Transfer
4595,2025-11-01,2025-11-23,Processing,71,6025.64,PayPal
4596,2025-05-01,2025-05-26,Pending,562,6705.6,Debit Card
4597,2024-10-08,2024-11-07,Cancelled,221,9946.24,PayPal
4598,2024-10-04,2024-10-09,Pending,322,8460.85,Debit Card
4599,2025-04-24,2025-05-13,Processing,297,11941.42,Bank Transfer
4600,2024-12-25,2025-01-23,Delivered,888,9962.31,Credit Card
4601,2024-06-18,2024-06-29,Cancelled,209,8573.52,Bank Transfer
4602,2025-07-14,2025-08-07,Processing,326,728.48,PayPal
4603,2025-05-26,2025-06-08,Shipped,889,5426.4,Debit Card
4604,2024-07-29,2024-08-07,Processing,209,2334.14,PayPal
4605,2024-12-23,2025-01-06,Cancelled,797,14281.76,
4606,2025-10-18,2025-11-02,Pending,283,8447.02,Credit Card
4607,2025-04-28,2025-05-24,Processing,555,6190.07,PayPal
4608,2024-05-05,2024-05-22,Cancelled,426,6255.77,Credit Card
4609,2024-07-23,2024-08-10,Shipped,887,8939.85,Credit Card
4610,2025-10-05,2025-11-04,Delivered,218,5511.74,Credit Card
4611,2024-12-28,2025-01-01,Processing,502,8040.9,PayPal
4612,2024-04-19,,Delivered,77,2128.52,Cash
4613,2024-08-22,2024-08-29,Pending,220,11639.19,PayPal
4614,2024-01-23,2024-01-28,Processing,613,2710.86,Debit Card
4615,2025-08-28,2025-09-21,Processing,265,13545.71,Bank Transfer
4616,2025-08-03,2025-08-07,Processing,469,7731.81,PayPal
4617,2024-07-25,2024-08-08,Delivered,519,6845.07,Debit Card
4618,2024-08-10,2024-08-19,,885,1221.3,Debit Card
4619,2025-10-22,2025-10-25,Shipped,317,7484.18,Debit Card
4620,2025-01-06,2025-02-03,Processing,750,12615.02,Debit Card
4621,2025-06-29,2025-07-21,Cancelled,420,7459.76,
4622,2024-12-18,2025-01-14,Cancelled,541,14346.23,Credit Card
4623,2024-12-12,2024-12-20,Cancelled,565,905.61,Cash
4624,2024-04-05,2024-04-10,Delivered,87,3309.89,Bank Transfer
4625,2024-03-01,2024-03-24,Cancelled,59,5069.38,Cash
4626,2025-07-15,,Delivered,993,9177.85,Debit Card
4627,2024-04-10,2024-05-06,Cancelled,272,11885.45,Bank Transfer
4628,2024-05-06,2024-05-25,Delivered,569,1801.5,PayPal
4629,2024-11-05,2024-11-29,Cancelled,922,5993.4,PayPal
4630,2024-06-14,2024-06-20,Cancelled,561,7265.58,PayPal
4631,2024-11-28,2024-12-10,Cancelled,77,11150.15,PayPal
4632,2024-09-15,2024-09-20,Delivered,102,1791.8,Cash
4633,2024-11-16,2024-12-02,Cancelled,751,13165.45,Debit Card
4634,2024-07-19,2024-08-18,Processing,346,10653.75,
4635,2025-09-27,2025-10-22,Pending,228,4987.96,Bank Transfer
4636,2024-12-03,2024-12-12,Delivered,222,15162.68,Bank Transfer
4637,2024-06-01,2024-06-27,Delivered,644,8254.0,Debit Card
4638,2024-03-18,2024-03-26,Cancelled,93,3282.86,Credit Card
4639,2025-05-12,2025-05-20,Cancelled,20,1511.28,PayPal
4640,2024-06-14,2024-07-07,Pending,861,15518.83,Debit Card
4641,2024-01-08,2024-01-12,Shipped,237,6814.19,Bank Transfer
4642,2025-06-13,2025-07-05,Pending,711,1221.57,Debit Card
4643,2025-05-22,2025-05-29,Delivered,893,7020.84,Debit Card
4644,2024-05-12,2024-05-18,Shipped,478,4499.7,Cash
4645,2024-05-23,2024-06-21,Processing,505,,PayPal
4646,2024-03-22,2024-04-02,Processing,837,10368.71,Cash
4647,2025-02-19,2025-03-08,Cancelled,55,14483.1,Bank Transfer
4648,2024-09-06,2024-09-28,Cancelled,15,4521.41,Bank Transfer
4649,2025-09-11,2025-09-27,Shipped,978,7334.67,Bank Transfer
4650,2024-12-15,2024-12-20,Cancelled,508,11122.46,Bank Transfer
4651,2024-10-30,2024-11-13,Pending,767,7992.22,Bank Transfer
4652,2025-01-09,2025-01-23,Pending,460,5246.0,PayPal
4653,2025-05-21,2025-06-13,Cancelled,453,1383.08,Debit Card
4654,2024-10-08,2024-11-07,Shipped,618,6054.83,Cash
4655,2025-01-19,2025-02-03,Shipped,485,,Bank Transfer
4656,2024-10-13,2024-11-01,Pending,549,9126.44,Credit Card
4657,2024-09-03,2024-09-29,Shipped,740,1187.1,PayPal
4658,2024-09-04,2024-09-24,Processing,312,9939.71,Debit Card
4659,2024-02-15,2024-02-27,Shipped,600,6596.24,Bank Transfer
4660,2025-05-12,2025-06-08,Delivered,823,4157.5,Bank Transfer
4661,2023-12-03,2023-12-18,Shipped,263,4754.14,Debit Card
4662,2024-08-06,2024-08-29,Pending,557,473.91,Bank Transfer
4663,2025-09-16,2025-09-23,Cancelled,701,9426.28,Bank Transfer
4664,2025-04-18,2025-04-26,Shipped,945,1935.14,PayPal
4665,2024-07-21,2024-08-07,Processing,132,8345.38,Cash
4666,2024-11-15,2024-12-11,Shipped,225,2161.21,Debit Card
4667,2024-07-19,2024-07-25,Processing,204,5341.4,Bank Transfer
4668,2024-04-15,2024-05-02,Pending,230,6641.6,Debit Card
4669,2024-04-13,2024-04-16,Shipped,877,6600.14,Cash
4670,2025-03-31,2025-04-10,Processing,574,5521.34,Credit Card
4671,2023-12-22,2024-01-03,Delivered,974,2897.34,
4672,2023-11-26,2023-12-12,Shipped,50,1755.93,Credit Card
4673,2024-06-10,2024-06-29,Delivered,620,3756.8,Debit Card
4674,2024-02-29,2024-03-19,Shipped,394,928.75,Bank Transfer
4675,2025-07-17,2025-07-21,Shipped,160,12819.48,PayPal
4676,2025-04-25,2025-04-29,Processing,207,859.34,PayPal
4677,2024-10-18,2024-10-23,Pending,430,1594.04,Credit Card
4678,2024-06-14,2024-06-19,Cancelled,742,2826.3,Bank Transfer
4679,2024-02-26,2024-02-29,Delivered,288,5409.54,Credit Card
4680,2025-06-01,2025-06-29,Pending,166,6038.8,Debit Card
4681,2024-02-06,2024-03-02,Processing,753,12293.55,PayPal
4682,2025-01-22,2025-01-29,Delivered,260,1287.2,Bank Transfer
4683,2024-11-30,2024-12-28,Shipped,67,7768.74,Credit Card
4684,2024-02-29,2024-03-26,Processing,235,9945.14,Debit Card
4685,2024-02-09,2024-02-17,Pending,688,6965.82,Bank Transfer
4686,2025-11-06,2025-12-03,Processing,54,4739.42,Credit Card
4687,2025-11-22,2025-12-14,Pending,626,12430.18,Cash
4688,2023-12-06,2023-12-12,Pending,802,390.44,Cash
4689,2025-11-17,2025-12-09,Pending,703,3909.33,Cash
4690,2025-02-13,,Processing,84,6505.57,Bank Transfer
4691,2025-03-25,2025-04-05,Pending,963,4554.25,Debit Card
4692,2025-05-27,2025-06-06,Pending,83,3749.31,Cash
4693,2024-02-15,2024-03-14,Shipped,997,9211.71,Credit Card
4694,2025-10-06,2025-10-28,Processing,19,1258.59,Debit Card
4695,2025-05-10,2025-05-13,Pending,797,6676.63,Bank Transfer
4696,2024-06-22,2024-07-17,Delivered,854,12501.42,Cash
4697,2024-12-14,2024-12-23,Processing,22,1995.78,Debit Card
4698,2025-09-20,2025-10-05,Processing,424,6547.85,Cash
4699,2024-01-09,2024-02-05,Shipped,384,2840.48,Bank Transfer
4700,2025-04-25,2025-05-15,Pending,627,5161.58,PayPal
4701,2025-07-21,2025-08-10,Pending,504,5849.15,PayPal
4702,2025-08-23,2025-09-08,Shipped,910,16073.66,Cash
4703,2024-01-17,2024-02-10,Pending,643,3529.15,Bank Transfer
4704,2024-08-12,2024-08-26,Processing,943,8268.56,Cash
4705,2024-08-05,2024-09-03,Delivered,917,2406.67,Bank Transfer
4706,2024-09-12,2024-10-05,Delivered,800,2270.87,Cash
4707,2025-07-25,2025-08-07,Processing,876,5076.6,Debit Card
4708,2025-05-14,2025-05-31,Shipped,662,9509.76,Bank Transfer
4709,2024-03-01,2024-03-28,Delivered,313,5683.36,Credit Card
4710,2024-07-03,2024-07-17,Processing,912,125.07,Cash
4711,2025-08-06,2025-08-14,Cancelled,367,8303.63,PayPal
4712,2024-02-08,2024-02-11,Cancelled,934,7422.77,Cash
4713,2025-09-07,2025-09-17,Processing,306,574.12,Credit Card
4714,2024-06-15,2024-06-27,Shipped,531,4267.06,Debit Card
4715,2024-05-13,2024-06-11,Shipped,831,2386.97,Debit Card
4716,2025-07-18,2025-07-25,Delivered,334,10835.89,Credit Card
4717,2025-11-10,2025-11-14,Shipped,447,2767.96,
4718,2024-08-27,2024-09-02,Delivered,830,6863.97,PayPal
4719,2024-12-10,2025-01-07,Pending,818,6955.18,Credit Card
4720,2024-11-23,2024-12-08,Cancelled,192,4887.3,Debit Card
4721,2025-04-07,2025-04-12,Shipped,316,941.42,Cash
4722,2025-07-26,2025-08-23,Processing,263,1917.65,Credit Card
4723,2024-11-09,2024-11-25,Pending,517,447.22,Debit Card
4724,2025-10-23,2025-11-17,Cancelled,873,640.53,Bank Transfer
4725,2024-06-07,2024-06-13,Cancelled,532,13332.92,PayPal
4726,2024-11-19,2024-11-25,Delivered,721,847.51,Debit Card
4727,2024-05-07,2024-05-22,Pending,859,10705.19,Bank Transfer
4728,2025-10-06,2025-11-04,Pending,721,265.53,Credit Card
4729,2025-03-12,2025-04-01,Shipped,456,3601.04,PayPal
4730,2024-12-10,2025-01-06,Processing,568,5104.31,Cash
4731,2024-03-26,2024-04-25,Cancelled,171,10038.9,PayPal
4732,2024-04-11,2024-05-07,Pending,956,3475.57,Credit Card
4733,2024-08-27,2024-09-25,Shipped,51,10401.22,Cash
4734,2025-02-04,2025-03-06,Delivered,289,4663.0,Cash
4735,2025-06-08,2025-06-12,Delivered,976,4358.79,Bank Transfer
4736,2025-10-08,2025-11-04,Processing,30,1844.22,Debit Card
4737,2025-02-15,2025-02-18,Pending,701,5763.1,PayPal
4738,2025-06-10,2025-06-24,Shipped,262,298.47,PayPal
4739,2024-10-15,2024-10-19,Pending,509,9294.35,Debit Card
4740,2025-10-29,2025-11-09,Shipped,831,769.53,PayPal
4741,2024-03-29,2024-04-15,Pending,537,6424.43,Debit Card
4742,2024-04-04,2024-04-15,Delivered,894,657.5,
4743,2024-05-21,2024-05-26,Cancelled,814,4473.24,Credit Card
4744,2025-08-17,2025-09-16,Processing,384,5764.78,Bank Transfer
4745,2025-10-27,2025-11-17,Processing,386,9511.54,Cash
4746,2025-07-13,2025-07-24,Cancelled,900,13196.86,Credit Card
4747,2024-03-26,2024-04-15,Cancelled,177,1294.08,Debit Card
4748,2024-06-04,2024-06-18,Pending,744,17404.16,Debit Card
4749,2024-08-02,2024-08-16,Cancelled,407,2824.78,PayPal
4750,2024-07-09,2024-07-30,Delivered,596,1573.17,PayPal
4751,2025-04-23,2025-05-01,Cancelled,938,7179.37,Cash
4752,2024-06-29,2024-07-26,Shipped,14,8055.81,Bank Transfer
4753,2024-04-17,2024-04-22,Cancelled,565,1130.87,Debit Card
4754,2025-10-17,2025-11-16,Processing,107,7030.38,Bank Transfer
4755,2024-12-23,2024-12-29,Delivered,626,3579.24,PayPal
4756,2024-08-18,2024-08-23,Cancelled,312,9447.03,PayPal
4757,2025-07-03,2025-07-29,Delivered,650,8988.18,Bank Transfer
4758,2024-08-16,2024-09-11,Pending,71,10216.54,Cash
4759,2025-03-28,2025-04-17,Cancelled,865,485.4,PayPal
4760,2025-08-01,2025-08-29,Cancelled,465,3503.24,Cash
4761,2024-01-20,2024-02-12,Delivered,54,1210.3,Credit Card
4762,2025-01-16,2025-02-11,Pending,77,2711.9,Credit Card
4763,2024-06-06,2024-07-02,Processing,856,1857.03,Cash
4764,2025-11-12,2025-12-08,Delivered,51,2015.42,Cash
4765,2024-01-16,2024-01-23,Processing,704,2883.51,Bank Transfer
4766,2024-11-23,2024-11-29,Processing,57,8286.16,Bank Transfer
4767,2025-04-14,2025-04-24,Delivered,227,2345.34,Bank Transfer
4768,2024-09-01,2024-09-21,Pending,222,10412.42,Bank Transfer
4769,2024-01-07,2024-01-20,Processing,360,4874.21,Bank Transfer
4770,2023-11-26,2023-12-21,Shipped,947,6018.02,Bank Transfer
4771,2024-03-10,2024-04-06,Cancelled,283,435.8,Debit Card
4772,2024-01-18,2024-01-23,Cancelled,356,4880.48,Debit Card
4773,2024-04-27,2024-05-05,Processing,119,3967.36,Debit Card
4774,2025-03-24,2025-04-21,Pending,875,8650.87,Debit Card
4775,2024-11-29,2024-12-11,Pending,390,13643.9,Credit Card
4776,2025-02-03,,Delivered,996,9305.08,Cash
4777,2025-05-31,2025-06-23,Processing,319,6251.88,Debit Card
4778,2025-08-26,2025-08-31,Cancelled,248,16372.47,Credit Card
4779,2024-07-27,2024-07-31,Shipped,847,9796.75,PayPal
4780,2025-05-27,2025-06-18,Processing,102,11749.95,Credit Card
4781,2025-08-04,2025-08-21,Shipped,421,3199.35,Bank Transfer
4782,2024-09-30,2024-10-17,Processing,133,1129.35,Debit Card
4783,2024-05-23,2024-06-18,Shipped,72,2707.7,PayPal
4784,2024-07-11,2024-07-17,Delivered,725,1714.71,Credit Card
4785,2025-10-14,2025-11-02,Processing,858,7430.37,PayPal
4786,2024-01-07,2024-01-31,Cancelled,135,3099.41,Debit Card
4787,2024-02-01,2024-02-27,Delivered,738,2732.32,Bank Transfer
4788,2024-01-04,2024-01-27,Processing,479,6352.11,Cash
4789,2024-10-07,2024-11-01,Shipped,284,6213.52,Credit Card
4790,2025-01-15,2025-02-05,Shipped,505,2511.72,Debit Card
4791,2024-10-24,2024-11-15,Cancelled,59,2331.4,Credit Card
4792,2025-09-05,2025-09-23,Processing,963,3701.42,PayPal
4793,2025-03-21,2025-04-06,Delivered,92,6010.17,Bank Transfer
4794,2025-09-23,,Delivered,224,277.55,Cash
4795,2024-05-17,2024-05-23,Processing,462,4849.19,Debit Card
4796,2024-03-14,2024-03-18,Delivered,987,3699.92,Bank Transfer
4797,2025-02-25,2025-03-09,Delivered,889,5381.4,Credit Card
4798,2024-05-10,2024-05-25,Pending,960,8158.49,Debit Card
4799,2024-08-22,2024-08-28,Pending,865,4603.54,Debit Card
4800,2024-06-30,2024-07-19,Pending,80,5488.97,PayPal
4801,2025-04-13,2025-04-19,Shipped,63,3104.13,Cash
4802,2024-08-11,2024-09-08,Pending,752,1813.77,Debit Card
4803,2024-07-13,2024-08-11,Processing,754,13330.76,PayPal
4804,2025-06-28,2025-07-14,Pending,278,3833.78,Debit Card
4805,2024-10-21,2024-10-29,Processing,843,2147.8,Bank Transfer
4806,2024-07-06,2024-08-01,Delivered,395,5654.33,PayPal
4807,2023-12-19,2024-01-10,Shipped,289,10251.85,Bank Transfer
4808,2025-11-15,2025-12-10,Pending,492,6843.67,
4809,2024-12-13,2024-12-24,Processing,361,3733.89,Bank Transfer
4810,2025-07-04,,Pending,829,1307.68,Cash
4811,2024-01-07,2024-01-20,Processing,723,317.55,Credit Card
4812,2025-08-12,2025-08-22,Pending,210,3822.33,PayPal
4813,2025-05-01,2025-05-07,Shipped,76,14765.67,Bank Transfer
4814,2025-06-16,2025-06-27,Shipped,100,7262.02,PayPal
4815,2024-05-27,2024-06-15,Cancelled,603,3467.22,Debit Card
4816,2024-09-28,2024-10-15,Pending,242,4620.9,PayPal
4817,2024-05-12,2024-05-21,Processing,595,993.84,PayPal
4818,2025-04-20,2025-05-14,Processing,962,4124.37,Credit Card
4819,2025-08-22,2025-09-02,Cancelled,866,3809.54,Credit Card
4820,2023-12-08,2023-12-18,Delivered,959,8448.56,PayPal
4821,2025-04-28,2025-05-20,Cancelled,520,4616.86,Credit Card
4822,2024-04-29,2024-05-21,Cancelled,358,4770.04,Cash
4823,2023-12-23,2024-01-04,Pending,112,13143.35,Credit Card
4824,2025-06-16,2025-06-19,Cancelled,293,4027.33,PayPal
4825,2025-06-16,2025-07-09,Delivered,749,8156.11,PayPal
4826,2024-05-19,2024-05-30,Shipped,134,2138.74,Debit Card
4827,2025-03-18,2025-04-13,Processing,982,2125.22,PayPal
4828,2025-06-19,2025-07-09,Shipped,596,12686.61,Cash
4829,2025-03-09,2025-03-12,Shipped,569,3470.94,Cash
4830,2023-12-11,2023-12-14,Delivered,923,4281.08,Credit Card
4831,2024-10-10,2024-10-21,Delivered,334,4185.51,PayPal
4832,2025-02-09,2025-03-05,Pending,662,13128.56,Debit Card
4833,2025-09-07,2025-09-27,Processing,814,25.42,Bank Transfer
4834,2024-12-14,2025-01-12,Cancelled,870,2622.42,Cash
4835,2024-12-05,2024-12-12,Processing,993,10130.12,Credit Card
4836,2025-06-10,2025-06-13,Cancelled,270,2581.91,Cash
4837,2024-04-21,2024-05-01,Delivered,621,1574.94,Bank Transfer
4838,2024-04-26,2024-05-04,Delivered,30,8179.61,Cash
4839,2023-11-26,2023-12-06,Cancelled,241,1081.47,Debit Card
4840,2024-05-20,2024-06-15,Delivered,48,4939.46,Cash
4841,2025-10-26,2025-11-11,Delivered,915,11430.05,Cash
4842,2025-04-18,2025-05-08,Shipped,219,3904.34,PayPal
4843,2023-12-19,2023-12-23,Cancelled,162,288.9,Debit Card
4844,2024-03-16,2024-03-21,Pending,620,6551.75,PayPal
4845,2024-10-31,2024-11-04,Processing,254,3614.06,Debit Card
4846,2025-06-17,2025-06-24,Shipped,969,2284.94,Bank Transfer
4847,2025-07-22,2025-08-04,Processing,705,3397.2,Cash
4848,2025-11-10,2025-11-19,Cancelled,36,10153.45,Cash
4849,2024-01-27,2024-02-11,Processing,704,50.3,Bank Transfer
4850,2024-06-16,2024-06-24,Shipped,14,8353.83,Credit Card
4851,2025-09-24,2025-10-09,Delivered,244,11533.13,PayPal
4852,2024-06-26,2024-07-12,Delivered,456,3171.6,Bank Transfer
4853,2024-08-09,2024-08-21,Cancelled,159,10576.23,Cash
4854,2025-04-21,2025-05-11,Delivered,220,12659.54,Bank Transfer
4855,2024-01-14,2024-01-27,,570,2775.11,Bank Transfer
4856,2024-10-08,2024-10-26,Delivered,15,323.35,PayPal
4857,2025-10-25,2025-11-07,Delivered,378,1469.88,Bank Transfer
4858,2025-07-30,2025-08-25,Delivered,805,8061.83,Bank Transfer
4859,2024-09-21,2024-10-10,Pending,459,5092.9,Cash
4860,2025-10-20,2025-11-08,Pending,834,3872.1,Bank Transfer
4861,2025-09-22,2025-09-25,Cancelled,998,5952.52,Bank Transfer
4862,2024-01-23,2024-02-01,Pending,297,5022.87,Bank Transfer
4863,2024-09-25,2024-10-16,Processing,140,13599.21,Credit Card
